所有權人;管理者;行政區;段小段;地號;面積;分母;分子;持分面積;使用分區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250012;27;1;1;27;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250013;3;1;1;3;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250014;21;1;1;21;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250015;11;1;1;11;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250017;0.04;1;1;0.04;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250018;1;1;1;1;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250019;14.34;1;1;14.34;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05480000;4;1;1;4;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;05580000;3;1;1;3;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;05750001;14;1;1;14;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;06830000;1;1;1;1;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;06860000;38;1;1;38;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;06990000;1;1;1;1;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07030000;35;1;1;35;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07030001;18;1;1;18;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07040000;7;1;1;7;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07050000;21;1;1;21;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07050001;5;1;1;5;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07070002;562;1;1;562;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07070004;14;1;1;14;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07070007;14;1;1;14;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;07070010;2;1;1;2;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段三小段;00370000;34;1;1;34;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段三小段;00370001;16;1;1;16;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;萬華區;直興段三小段;00850003;2;1;1;2;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;萬華區;直興段三小段;01830000;161;1;1;161;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段三小段;03060000;6;1;1;6;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段三小段;05280000;39;1;1;39;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段三小段;05290001;35;1;1;35;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段三小段;05300001;13;1;1;13;第四種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;00220001;35;1;1;35;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;00590000;89;1;1;89;第三之一種住宅區
中華民國;交通部台灣鐵路管理局;萬華區;萬華段一小段;00690000;252;1;1;252;第三之一種住宅區
中華民國;交通部台灣鐵路管理局;萬華區;萬華段一小段;00690003;111;1;1;111;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;01160000;17;1;1;17;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;01260001;1;1;1;1;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;02100001;26;1;1;26;第三種商業區
中華民國;台北市政府工務局新建工程處;萬華區;萬華段一小段;02800000;2;1;1;2;第三種商業區
中華民國;台北市政府工務局新建工程處;萬華區;萬華段一小段;02800002;4;1;1;4;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03330000;36;1;1;36;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03520000;2;1;1;2;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03520002;2;1;1;2;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03800000;52;1;1;52;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03800002;21;1;1;21;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03860000;344;1;1;344;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03860002;6;1;1;6;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03980000;3;1;1;3;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03990000;137;1;1;137;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;03990002;11;1;1;11;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04120000;31;1;1;31;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04140000;78;1;1;78;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04210000;1;1;1;1;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04540000;37;1;1;37;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04550000;4;1;1;4;第三種商業區及道路用地(公共設施用地)
中華民國;財政部國有財產署;萬華區;萬華段一小段;04660000;15;1;1;15;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04820002;2;1;1;2;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04890000;1;1;1;1;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;04940000;60;1;1;60;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;05430000;38;1;1;38;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;05430001;7;1;1;7;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;05700000;5;1;1;5;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;05730000;23;1;1;23;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;06280001;6;1;1;6;第三之一種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;萬華段一小段;06280006;1;1;1;1;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;06610000;2;1;1;2;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;06610001;1;1;1;1;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段一小段;06650000;1;1;1;1;第三種商業區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;萬華段一小段;07430000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;07470000;45;1;1;45;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;07550000;5;1;1;5;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;07900000;31;1;1;31;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;07960001;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;08180000;21;1;1;21;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;08300000;26;1;1;26;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;08310000;23;1;1;23;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;08480001;31;1;1;31;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;08730000;60;1;1;60;第三之一種住宅區(特)
中華民國;財政部國有財產署;萬華區;萬華段一小段;08780000;7;1;1;7;第三種住宅區及道路用地(公共設施用地)
中華民國;財政部國有財產署;萬華區;萬華段一小段;08990000;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;09000000;18;1;1;18;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;09110000;61;1;1;61;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;萬華段一小段;09140000;56;1;1;56;第三之一種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;萬華段二小段;01180003;5;1;1;5;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段二小段;02390000;8;1;1;8;第三種商業區
中華民國;財政部國有財產署;萬華區;萬華段二小段;02690001;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02690002;1;1;1;1;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02750000;90;1;1;90;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02760000;5;1;1;5;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02790001;22;1;1;22;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02800000;8;1;1;8;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;02830000;17;1;1;17;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;03290000;74;1;1;74;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;03290001;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;03570000;28;1;1;28;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;萬華段二小段;03620000;162;1;1;162;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;04260005;4;1;1;4;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;04420000;26;1;1;26;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;04660000;34;1;1;34;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;04820000;17;1;1;17;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;萬華段二小段;04880001;74;1;1;74;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
